ticker,action,confidence,mfpm_score,mode_w_score,sms_raw,sms_label,signal_mode,close,entry,sl,tp1,rr,amf_decision,best_pattern,hmm_state,stealth_accum
ANT,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,36.7,36.0,33.0,43.9,2.63,PASS,NONE,STEADY_BEAR,False
BAF,NO_ACTION,—,25,36,36,RETAIL_DRIVEN,MODE_A,34.8,34.8,33.7,37.2,2.18,PASS,NONE,TRANSITIONAL,False
BCE,NO_ACTION,—,25,34,34,RETAIL_DRIVEN,MODE_A,11.25,11.25,10.8,12.3,2.33,PASS,NONE,TRANSITIONAL,False
BKC,NO_ACTION,—,25,39,39,RETAIL_DRIVEN,MODE_A,22.8,22.3,20.8,26.1,2.53,PASS,NONE,TRANSITIONAL,False
BMI,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,17.0,17.0,16.3,18.7,2.43,PASS,NONE,TRANSITIONAL,False
CKG,NO_ACTION,—,25,33,33,RETAIL_DRIVEN,MODE_A,9.16,9.1,8.6,10.3,2.4,PASS,NONE,STEADY_BEAR,False
CLL,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,29.6,29.6,28.7,31.7,2.33,PASS,NONE,TRANSITIONAL,False
CMX,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,6.11,6.11,5.8,6.7,1.9,PASS,NONE,TRANSITIONAL,False
DBD,NO_ACTION,—,25,22,22,WHALE_DISTRIBUTING,MODE_A,51.7,51.7,49.8,56.7,2.63,PASS,NONE,TRANSITIONAL,False
DCM,NO_ACTION,—,25,32,32,RETAIL_DRIVEN,MODE_A,46.7,46.7,42.6,57.6,2.66,PASS,NONE,TRANSITIONAL,False
DC4,NO_ACTION,—,25,34,34,RETAIL_DRIVEN,MODE_A,9.12,9.12,8.7,10.0,2.1,PASS,NONE,STEADY_BEAR,False
EVE,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,10.4,10.4,9.7,12.2,2.57,PASS,NONE,TRANSITIONAL,False
FMC,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,38.45,38.45,36.8,42.7,2.58,PASS,NONE,TRANSITIONAL,False
FTS,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,26.8,26.3,24.7,30.4,2.56,WARN,NONE,STEADY_BEAR,False
GEG,NO_ACTION,—,25,49,49,RETAIL_DRIVEN,MODE_A,16.6,16.6,15.2,20.1,2.5,PASS,NONE,TRANSITIONAL,False
GLT,NO_ACTION,—,25,48,48,RETAIL_DRIVEN,MODE_A,30.4,29.8,27.8,35.0,2.6,WARN,NONE,TRANSITIONAL,False
HDB,NO_ACTION,—,25,33,33,RETAIL_DRIVEN,MODE_A,25.6,25.4,24.4,28.0,2.6,PASS,NONE,STEADY_BEAR,False
HMS,NO_ACTION,—,25,32,32,RETAIL_DRIVEN,MODE_A,39.5,39.5,34.5,52.7,2.64,WARN,NONE,TRANSITIONAL,False
HTI,NO_ACTION,—,25,27,27,WHALE_DISTRIBUTING,MODE_A,24.55,24.55,23.8,26.0,1.93,PASS,NONE,TRANSITIONAL,False
HTL,NO_ACTION,—,25,38,38,RETAIL_DRIVEN,MODE_A,22.6,22.6,21.9,23.7,1.57,PASS,NONE,TRANSITIONAL,False
HUB,NO_ACTION,—,25,36,36,RETAIL_DRIVEN,MODE_A,14.2,14.2,13.7,15.5,2.6,PASS,NONE,TRANSITIONAL,False
ICT,NO_ACTION,—,25,33,33,RETAIL_DRIVEN,MODE_A,17.8,17.8,17.2,18.7,1.5,PASS,NONE,TRANSITIONAL,False
IJC,NO_ACTION,—,25,21,21,WHALE_DISTRIBUTING,MODE_A,10.2,10.2,9.8,11.2,2.5,PASS,NONE,TRANSITIONAL,False
IDJ,NO_ACTION,—,25,35,35,RETAIL_DRIVEN,MODE_A,4.0,4.0,3.6,4.8,2.0,PASS,NONE,TRANSITIONAL,False
ILB,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,21.6,21.6,20.9,23.4,2.57,PASS,NONE,STEADY_BEAR,False
KVC,NO_ACTION,—,25,22,22,WHALE_DISTRIBUTING,MODE_A,1.4,1.4,1.2,1.9,2.5,WARN,NONE,TRANSITIONAL,False
L18,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,23.9,23.9,22.8,26.8,2.64,PASS,NONE,TRANSITIONAL,False
MDG,NO_ACTION,—,25,39,39,RETAIL_DRIVEN,MODE_A,41.0,41.0,38.8,46.6,2.55,PASS,NONE,TRANSITIONAL,False
NHT,NO_ACTION,—,25,51,51,MIXED,MODE_A,11.55,11.3,10.6,13.0,2.43,WARN,NONE,TRANSITIONAL,False
NRC,NO_ACTION,—,25,36,36,RETAIL_DRIVEN,MODE_A,5.9,5.9,5.5,6.8,2.25,PASS,NONE,TRANSITIONAL,False
NVB,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,10.9,10.9,10.2,12.6,2.43,PASS,NONE,STEADY_BEAR,False
PC1,NO_ACTION,—,25,48,48,RETAIL_DRIVEN,MODE_A,28.2,28.0,25.7,34.1,2.65,PASS,NONE,TRANSITIONAL,False
PAC,NO_ACTION,—,25,50,50,RETAIL_DRIVEN,MODE_A,26.25,26.25,23.9,32.5,2.66,PASS,NONE,TRANSITIONAL,False
PBP,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,12.5,12.5,12.0,13.7,2.4,PASS,NONE,TRANSITIONAL,False
PIC,NO_ACTION,—,25,8,23,WHALE_DISTRIBUTING,MODE_A,17.8,17.8,16.1,22.2,2.59,PASS,VCP,TRANSITIONAL,False
PPY,NO_ACTION,—,25,33,33,RETAIL_DRIVEN,MODE_A,9.0,9.0,8.6,10.0,2.5,WARN,NONE,TRANSITIONAL,False
PRC,NO_ACTION,—,25,35,35,RETAIL_DRIVEN,MODE_A,12.0,12.0,11.4,13.5,2.5,PASS,NONE,TRANSITIONAL,False
PSI,NO_ACTION,—,25,31,31,RETAIL_DRIVEN,MODE_A,7.8,7.8,7.2,9.3,2.5,PASS,NONE,TRANSITIONAL,False
PTL,NO_ACTION,—,25,20,20,WHALE_DISTRIBUTING,MODE_A,2.77,2.77,2.4,3.6,2.24,WARN,NONE,TRANSITIONAL,False
SED,NO_ACTION,—,25,27,27,WHALE_DISTRIBUTING,MODE_A,18.4,18.4,17.8,19.7,2.17,PASS,NONE,TRANSITIONAL,False
SGT,NO_ACTION,—,25,35,35,RETAIL_DRIVEN,MODE_A,15.8,15.6,14.4,18.6,2.5,PASS,NONE,TRANSITIONAL,False
SHA,NO_ACTION,—,25,30,30,WHALE_DISTRIBUTING,MODE_A,3.95,3.95,3.7,4.5,2.2,PASS,NONE,TRANSITIONAL,False
SHI,NO_ACTION,—,25,17,17,WHALE_DISTRIBUTING,MODE_A,14.0,14.0,13.2,15.9,2.37,PASS,NONE,TRANSITIONAL,False
SJD,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,13.95,13.95,13.5,14.4,1.0,PASS,NONE,TRANSITIONAL,False
TCR,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,2.64,2.64,2.4,3.2,2.33,WARN,NONE,TRANSITIONAL,False
TDP,NO_ACTION,—,25,16,16,WHALE_DISTRIBUTING,MODE_A,29.35,29.35,26.8,35.9,2.57,PASS,NONE,TRANSITIONAL,False
THG,NO_ACTION,—,25,22,22,WHALE_DISTRIBUTING,MODE_A,44.2,44.2,42.7,48.0,2.53,PASS,NONE,TRANSITIONAL,False
TIP,NO_ACTION,—,25,27,27,WHALE_DISTRIBUTING,MODE_A,18.5,18.5,17.9,19.9,2.33,PASS,NONE,TRANSITIONAL,False
TSC,NO_ACTION,—,25,33,33,RETAIL_DRIVEN,MODE_A,2.53,2.53,2.4,2.8,2.08,PASS,NONE,TRANSITIONAL,False
TTA,NO_ACTION,—,25,50,50,RETAIL_DRIVEN,MODE_A,11.8,11.8,11.0,13.7,2.37,PASS,NONE,TRANSITIONAL,False
VCF,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_B,304.5,304.5,284.2,358.5,2.66,PASS,NONE,TRANSITIONAL,False
VE1,NO_ACTION,—,25,50,50,RETAIL_DRIVEN,MODE_A,3.3,3.3,3.0,3.9,2.0,WARN,NONE,TRANSITIONAL,False
VGS,NO_ACTION,—,25,34,34,RETAIL_DRIVEN,MODE_A,24.2,23.8,22.4,27.4,2.57,PASS,NONE,STEADY_BEAR,False
VID,NO_ACTION,—,25,27,27,WHALE_DISTRIBUTING,MODE_A,4.94,4.94,4.7,5.4,1.92,PASS,NONE,TRANSITIONAL,False
VNM,NO_ACTION,—,25,29,29,WHALE_DISTRIBUTING,MODE_A,61.3,61.3,59.4,66.3,2.63,PASS,NONE,TRANSITIONAL,False
VNL,NO_ACTION,—,25,28,28,WHALE_DISTRIBUTING,MODE_A,19.6,19.6,19.0,20.8,2.0,PASS,NONE,STEADY_BEAR,False
VPI,NO_ACTION,—,25,3,18,WHALE_DISTRIBUTING,MODE_A,57.5,57.5,55.0,64.0,2.6,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False
VTC,NO_ACTION,—,25,33,33,RETAIL_DRIVEN,MODE_A,12.4,12.4,11.3,15.2,2.55,PASS,NONE,TRANSITIONAL,False
VTV,NO_ACTION,—,25,35,35,RETAIL_DRIVEN,MODE_A,14.9,14.9,14.3,16.4,2.5,PASS,NONE,TRANSITIONAL,False
ACG,NO_ACTION,—,23,32,24,WHALE_DISTRIBUTING,MODE_A,34.8,34.8,33.1,39.3,2.65,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
ASP,NO_ACTION,—,23,38,30,WHALE_DISTRIBUTING,MODE_A,4.89,4.89,4.7,5.4,2.68,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
DBC,NO_ACTION,—,23,36,28,WHALE_DISTRIBUTING,MODE_A,23.2,23.2,22.2,25.8,2.6,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
DTA,NO_ACTION,—,23,36,28,WHALE_DISTRIBUTING,MODE_B,3.44,3.44,3.1,4.1,1.94,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
DXS,NO_ACTION,—,23,59,51,MIXED,MODE_A,7.52,7.4,6.9,8.5,2.2,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
EIB,NO_ACTION,—,23,54,46,RETAIL_DRIVEN,MODE_A,23.45,23.0,21.8,26.2,2.67,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
FIT,NO_ACTION,—,23,36,28,WHALE_DISTRIBUTING,MODE_A,4.27,4.27,4.1,4.7,2.53,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
HDC,NO_ACTION,—,23,56,48,RETAIL_DRIVEN,MODE_A,18.75,18.4,17.1,21.7,2.54,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
HOM,NO_ACTION,—,23,34,26,WHALE_DISTRIBUTING,MODE_A,4.2,4.2,3.9,4.8,2.0,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
LCG,NO_ACTION,—,23,44,36,RETAIL_DRIVEN,MODE_A,9.87,9.8,9.2,11.3,2.5,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
NCT,NO_ACTION,—,23,39,31,RETAIL_DRIVEN,MODE_A,90.8,90.8,88.0,93.7,1.04,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
NTP,NO_ACTION,—,23,54,46,RETAIL_DRIVEN,MODE_A,56.1,56.1,53.8,62.0,2.57,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
PMC,NO_ACTION,—,23,38,30,WHALE_DISTRIBUTING,MODE_A,138.6,136.5,118.7,183.8,2.66,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
RAL,NO_ACTION,—,23,34,26,WHALE_DISTRIBUTING,MODE_A,86.3,86.3,83.7,91.2,1.88,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
TNC,NO_ACTION,—,23,38,30,WHALE_DISTRIBUTING,MODE_B,27.5,27.5,25.1,33.9,2.67,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
BKG,NO_ACTION,—,20,48,48,RETAIL_DRIVEN,MODE_A,2.61,2.61,2.4,3.0,1.86,PASS,NONE,TRANSITIONAL,False
CAN,NO_ACTION,—,20,43,43,RETAIL_DRIVEN,MODE_A,27.8,27.8,26.6,30.8,2.5,WARN,NONE,TRANSITIONAL,False
CMG,NO_ACTION,—,20,47,47,RETAIL_DRIVEN,MODE_A,29.05,29.05,27.8,32.3,2.6,PASS,NONE,TRANSITIONAL,False
CMS,NO_ACTION,—,20,37,37,RETAIL_DRIVEN,MODE_A,6.9,6.9,6.3,8.5,2.67,WARN,NONE,TRANSITIONAL,False
CNG,NO_ACTION,—,20,48,48,RETAIL_DRIVEN,MODE_A,24.4,24.4,23.0,28.0,2.57,WARN,NONE,TRANSITIONAL,False
CSM,NO_ACTION,—,20,46,46,RETAIL_DRIVEN,MODE_A,12.3,12.2,11.6,13.7,2.5,PASS,NONE,STEADY_BEAR,False
CTB,NO_ACTION,—,20,27,27,WHALE_DISTRIBUTING,MODE_A,16.0,16.0,15.2,18.1,2.62,PASS,NONE,STEADY_BEAR,False
CRC,NO_ACTION,—,20,32,32,RETAIL_DRIVEN,MODE_A,9.94,9.94,8.9,12.4,2.37,PASS,NONE,TRANSITIONAL,False
CVT,NO_ACTION,—,20,62,47,RETAIL_DRIVEN,MODE_A,25.45,25.45,22.5,33.2,2.63,PASS,WYCKOFF_SPRING,STEADY_BEAR,False
DHT,NO_ACTION,—,20,50,50,RETAIL_DRIVEN,MODE_A,69.0,69.0,66.7,74.9,2.57,PASS,NONE,TRANSITIONAL,False
FRT,NO_ACTION,—,20,47,47,RETAIL_DRIVEN,MODE_A,157.2,157.2,150.5,174.9,2.64,WARN,NONE,TRANSITIONAL,False
HAH,NO_ACTION,—,20,47,47,RETAIL_DRIVEN,MODE_A,56.7,55.7,52.6,63.9,2.65,WARN,NONE,STEADY_BEAR,False
HNG,NO_ACTION,—,20,45,45,RETAIL_DRIVEN,MODE_A,6.1,6.1,5.8,6.9,2.67,PASS,NONE,TRANSITIONAL,False
HSG,NO_ACTION,—,20,47,47,RETAIL_DRIVEN,MODE_A,14.95,14.8,14.2,16.4,2.67,WARN,NONE,TRANSITIONAL,False
ITD,NO_ACTION,—,20,41,41,RETAIL_DRIVEN,MODE_A,16.2,16.2,15.4,18.1,2.38,PASS,NONE,TRANSITIONAL,False
LBM,NO_ACTION,—,20,47,47,RETAIL_DRIVEN,MODE_A,31.0,30.4,28.9,34.3,2.6,WARN,NONE,STEADY_BEAR,False
MST,NO_ACTION,—,20,7,37,WHALE_DISTRIBUTING,MODE_B,9.0,8.8,8.0,10.8,2.5,WARN,NONE,TRANSITIONAL,False
PHR,NO_ACTION,—,20,40,40,RETAIL_DRIVEN,MODE_A,61.9,61.2,58.2,69.1,2.63,PASS,NONE,TRANSITIONAL,False
PVC,NO_ACTION,—,20,35,35,RETAIL_DRIVEN,MODE_A,17.3,17.3,14.8,23.7,2.56,WARN,NONE,TRANSITIONAL,False
RIC,NO_ACTION,—,20,21,21,WHALE_DISTRIBUTING,MODE_A,11.0,11.0,9.9,13.8,2.55,WARN,NONE,TRANSITIONAL,False
SMA,NO_ACTION,—,20,52,52,MIXED,MODE_B,9.31,9.31,8.3,12.0,2.66,WARN,NONE,TRANSITIONAL,False
SSI,NO_ACTION,—,20,40,40,RETAIL_DRIVEN,MODE_A,28.0,27.4,25.7,31.7,2.53,WARN,NONE,TRANSITIONAL,False
TMB,NO_ACTION,—,20,38,38,RETAIL_DRIVEN,MODE_A,58.0,56.8,55.0,61.5,2.61,PASS,NONE,TRANSITIONAL,False
TNG,NO_ACTION,—,20,38,38,RETAIL_DRIVEN,MODE_A,26.4,25.9,23.8,31.3,2.57,WARN,NONE,TRANSITIONAL,False
VBC,NO_ACTION,—,20,27,27,WHALE_DISTRIBUTING,MODE_B,22.0,21.6,19.8,26.2,2.56,WARN,NONE,TRANSITIONAL,False
VHE,NO_ACTION,—,20,46,46,RETAIL_DRIVEN,MODE_A,3.1,3.1,2.8,3.7,2.0,WARN,NONE,TRANSITIONAL,False
VSC,NO_ACTION,—,20,30,30,WHALE_DISTRIBUTING,MODE_A,23.7,23.7,22.1,27.8,2.56,WARN,NONE,TRANSITIONAL,False
WSS,NO_ACTION,—,20,48,48,RETAIL_DRIVEN,MODE_A,6.2,6.2,5.7,7.4,2.4,PASS,NONE,STEADY_BEAR,False
DTL,NO_ACTION,—,18,42,34,RETAIL_DRIVEN,MODE_A,10.9,10.9,10.4,12.2,2.6,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
INN,NO_ACTION,—,18,42,34,RETAIL_DRIVEN,MODE_B,39.0,39.0,36.9,44.5,2.62,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
SHB,NO_ACTION,—,18,49,49,RETAIL_DRIVEN,MODE_B,15.55,15.3,14.6,17.0,2.43,WARN,NONE,TRANSITIONAL,False
STK,NO_ACTION,—,18,34,26,WHALE_DISTRIBUTING,MODE_A,14.05,14.05,13.2,16.3,2.65,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
TV3,NO_ACTION,—,18,0,20,WHALE_DISTRIBUTING,MODE_A,16.8,16.8,15.8,19.3,2.5,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
VCA,NO_ACTION,—,18,40,32,RETAIL_DRIVEN,MODE_B,7.35,7.35,6.8,8.8,2.64,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
VPB,NO_ACTION,—,18,53,45,RETAIL_DRIVEN,MODE_B,27.0,26.5,25.1,30.0,2.5,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
ACB,NO_ACTION,—,15,28,28,WHALE_DISTRIBUTING,MODE_A,23.75,23.75,23.0,25.7,2.6,PASS,NONE,TRANSITIONAL,False
AGR,NO_ACTION,—,15,37,37,RETAIL_DRIVEN,MODE_A,14.7,14.5,13.7,16.6,2.62,WARN,NONE,TRANSITIONAL,False
BCC,NO_ACTION,—,15,29,29,WHALE_DISTRIBUTING,MODE_A,7.4,7.4,7.0,8.4,2.5,PASS,NONE,TRANSITIONAL,False
AME,NO_ACTION,—,15,14,14,WHALE_DISTRIBUTING,MODE_A,6.9,6.8,6.4,7.9,2.75,PASS,NONE,TRANSITIONAL,False
BMC,NO_ACTION,—,15,45,30,WHALE_DISTRIBUTING,MODE_A,13.4,13.4,12.6,15.3,2.37,WARN,VCP,TRANSITIONAL,False
BVH,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,82.5,81.5,75.5,97.4,2.65,WARN,NONE,TRANSITIONAL,False
BWE,NO_ACTION,—,15,16,16,WHALE_DISTRIBUTING,MODE_A,43.0,43.0,41.4,47.0,2.5,PASS,NONE,TRANSITIONAL,False
C47,NO_ACTION,—,15,29,29,WHALE_DISTRIBUTING,MODE_A,9.46,9.46,8.7,11.2,2.29,PASS,NONE,TRANSITIONAL,False
CAP,NO_ACTION,—,15,50,50,RETAIL_DRIVEN,MODE_A,46.6,46.6,44.5,52.1,2.62,WARN,NONE,TRANSITIONAL,False
CIG,NO_ACTION,—,15,31,31,RETAIL_DRIVEN,MODE_A,6.5,6.4,5.8,7.9,2.5,WARN,NONE,STEADY_BEAR,False
CMC,NO_ACTION,—,15,22,22,WHALE_DISTRIBUTING,MODE_B,8.8,8.8,8.0,10.9,2.62,WARN,NONE,TRANSITIONAL,False
CTI,NO_ACTION,—,15,29,29,WHALE_DISTRIBUTING,MODE_A,22.95,22.95,21.6,26.4,2.56,WARN,NONE,TRANSITIONAL,False
DC2,NO_ACTION,—,15,17,17,WHALE_DISTRIBUTING,MODE_A,6.2,6.2,5.6,7.7,2.5,PASS,NONE,TRANSITIONAL,False
DHC,NO_ACTION,—,15,23,23,WHALE_DISTRIBUTING,MODE_A,35.1,35.1,33.7,38.8,2.64,PASS,NONE,TRANSITIONAL,False
DIG,NO_ACTION,—,15,47,47,RETAIL_DRIVEN,MODE_A,14.25,14.0,13.1,16.3,2.56,WARN,NONE,TRANSITIONAL,False
DIH,NO_ACTION,—,15,17,17,WHALE_DISTRIBUTING,MODE_A,9.6,9.4,8.9,10.5,2.2,PASS,NONE,TRANSITIONAL,False
DMC,NO_ACTION,—,15,27,27,WHALE_DISTRIBUTING,MODE_A,58.9,58.5,56.7,62.2,2.06,PASS,NONE,TRANSITIONAL,False
DNP,NO_ACTION,—,15,51,51,MIXED,MODE_A,19.0,19.0,17.8,22.1,2.58,WARN,NONE,TRANSITIONAL,False
DPR,NO_ACTION,—,15,30,30,WHALE_DISTRIBUTING,MODE_A,39.9,39.9,37.8,45.3,2.57,WARN,NONE,TRANSITIONAL,False
DRL,NO_ACTION,—,15,33,33,RETAIL_DRIVEN,MODE_A,45.6,45.6,44.2,47.2,1.14,PASS,NONE,TRANSITIONAL,False
DVP,NO_ACTION,—,15,27,27,WHALE_DISTRIBUTING,MODE_A,69.1,69.1,67.0,74.2,2.43,PASS,NONE,TRANSITIONAL,False
FCN,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,13.1,12.8,11.9,15.0,2.44,WARN,NONE,TRANSITIONAL,False
GDT,NO_ACTION,—,15,28,28,WHALE_DISTRIBUTING,MODE_A,19.0,19.0,18.4,20.1,1.83,PASS,NONE,STEADY_BEAR,False
HAG,NO_ACTION,—,15,49,49,RETAIL_DRIVEN,MODE_A,16.4,16.1,15.3,18.1,2.5,WARN,NONE,TRANSITIONAL,False
GTA,NO_ACTION,—,15,34,34,RETAIL_DRIVEN,MODE_B,8.8,8.8,8.4,9.7,2.25,WARN,NONE,TRANSITIONAL,False
HAX,NO_ACTION,—,15,33,33,RETAIL_DRIVEN,MODE_A,10.6,10.6,10.1,11.7,2.2,PASS,NONE,TRANSITIONAL,False
HCM,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,23.4,22.9,21.5,26.5,2.57,WARN,NONE,TRANSITIONAL,False
HHP,NO_ACTION,—,15,39,39,RETAIL_DRIVEN,MODE_B,12.9,12.9,12.1,14.8,2.37,WARN,NONE,TRANSITIONAL,False
HHV,NO_ACTION,—,15,40,40,RETAIL_DRIVEN,MODE_A,12.4,12.2,11.3,14.4,2.44,WARN,NONE,TRANSITIONAL,False
HLD,NO_ACTION,—,15,16,16,WHALE_DISTRIBUTING,MODE_A,16.6,16.6,15.2,20.3,2.64,PASS,NONE,TRANSITIONAL,False
IDV,NO_ACTION,—,15,25,25,WHALE_DISTRIBUTING,MODE_A,22.9,22.9,21.7,26.0,2.58,PASS,NONE,TRANSITIONAL,False
KBC,NO_ACTION,—,15,47,47,RETAIL_DRIVEN,MODE_A,31.9,31.3,29.2,36.8,2.62,WARN,NONE,TRANSITIONAL,False
MWG,NO_ACTION,—,15,17,17,WHALE_DISTRIBUTING,MODE_A,82.3,81.2,77.1,91.9,2.61,PASS,NONE,STEADY_BEAR,False
NBC,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,11.4,11.2,9.9,14.6,2.62,PASS,NONE,TRANSITIONAL,False
NBP,NO_ACTION,—,15,30,30,WHALE_DISTRIBUTING,MODE_A,7.8,7.8,7.3,8.9,2.2,PASS,NONE,TRANSITIONAL,False
NNC,NO_ACTION,—,15,16,16,WHALE_DISTRIBUTING,MODE_A,52.4,52.4,49.4,60.4,2.67,PASS,NONE,TRANSITIONAL,False
NT2,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,27.6,27.3,25.7,31.4,2.56,PASS,NONE,TRANSITIONAL,False
NTC,NO_ACTION,—,15,33,33,RETAIL_DRIVEN,MODE_A,142.8,142.8,137.3,157.4,2.65,PASS,NONE,STEADY_BEAR,False
OCB,NO_ACTION,—,15,38,38,RETAIL_DRIVEN,MODE_A,11.15,11.15,10.8,12.0,2.43,PASS,NONE,TRANSITIONAL,False
ORS,NO_ACTION,—,15,37,37,RETAIL_DRIVEN,MODE_A,13.15,13.15,12.2,15.5,2.47,WARN,NONE,TRANSITIONAL,False
PDN,NO_ACTION,—,15,29,29,WHALE_DISTRIBUTING,MODE_A,108.2,108.2,104.3,118.5,2.64,PASS,NONE,TRANSITIONAL,False
PHC,NO_ACTION,—,15,28,28,WHALE_DISTRIBUTING,MODE_A,4.53,4.53,4.3,5.1,2.48,PASS,NONE,STEADY_BEAR,False
PHP,NO_ACTION,—,15,38,38,RETAIL_DRIVEN,MODE_A,33.5,33.5,31.7,38.3,2.67,WARN,NONE,TRANSITIONAL,False
PIT,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,8.5,8.3,7.8,9.4,2.2,WARN,NONE,TRANSITIONAL,False
PLC,NO_ACTION,—,15,44,29,WHALE_DISTRIBUTING,MODE_A,22.9,22.9,20.5,29.2,2.63,WARN,VCP,TRANSITIONAL,False
PMG,NO_ACTION,—,15,52,37,RETAIL_DRIVEN,MODE_A,7.0,7.0,6.5,8.3,2.6,WARN,WYCKOFF_SPRING,TRANSITIONAL,False
POW,NO_ACTION,—,15,34,34,RETAIL_DRIVEN,MODE_A,13.05,13.05,12.3,14.9,2.47,WARN,NONE,TRANSITIONAL,False
SAF,NO_ACTION,—,15,23,23,WHALE_DISTRIBUTING,MODE_A,54.5,54.5,52.8,57.5,1.76,PASS,NONE,TRANSITIONAL,False
SAV,NO_ACTION,—,15,17,17,WHALE_DISTRIBUTING,MODE_A,13.55,13.4,12.5,15.6,2.44,WARN,NONE,TRANSITIONAL,False
SD5,NO_ACTION,—,15,36,36,RETAIL_DRIVEN,MODE_A,7.4,7.4,7.1,8.1,2.33,PASS,NONE,TRANSITIONAL,False
SD9,NO_ACTION,—,15,21,36,WHALE_DISTRIBUTING,MODE_B,11.3,11.1,10.7,12.1,2.5,WARN,CUP_WITH_HANDLE,TRANSITIONAL,False
SGC,NO_ACTION,—,15,46,46,RETAIL_DRIVEN,MODE_A,81.4,79.8,77.4,86.0,2.58,WARN,NONE,TRANSITIONAL,False
SGN,NO_ACTION,—,15,48,33,RETAIL_DRIVEN,MODE_A,52.0,52.0,50.4,56.0,2.5,WARN,WYCKOFF_SPRING,STEADY_BEAR,False
SJE,NO_ACTION,—,15,37,37,RETAIL_DRIVEN,MODE_A,16.5,16.5,15.7,18.6,2.62,PASS,NONE,STEADY_BEAR,False
SKG,NO_ACTION,—,15,16,16,WHALE_DISTRIBUTING,MODE_A,9.24,9.24,8.9,10.1,2.53,PASS,NONE,TRANSITIONAL,False
SRF,NO_ACTION,—,15,39,39,RETAIL_DRIVEN,MODE_B,7.06,7.06,6.4,8.6,2.33,PASS,NONE,STEADY_BEAR,False
SZC,NO_ACTION,—,15,23,23,WHALE_DISTRIBUTING,MODE_A,29.15,29.15,27.5,33.3,2.52,PASS,NONE,TRANSITIONAL,False
TCH,NO_ACTION,—,15,50,50,RETAIL_DRIVEN,MODE_A,17.05,16.7,15.4,20.1,2.62,WARN,NONE,TRANSITIONAL,False
TDH,NO_ACTION,—,15,48,48,RETAIL_DRIVEN,MODE_A,3.78,3.7,3.4,4.3,2.0,WARN,NONE,STEADY_BEAR,False
TDW,NO_ACTION,—,15,50,50,RETAIL_DRIVEN,MODE_A,46.0,45.8,44.1,50.1,2.53,WARN,NONE,TRANSITIONAL,False
TLG,NO_ACTION,—,15,34,34,RETAIL_DRIVEN,MODE_A,48.5,48.5,47.0,52.4,2.6,PASS,NONE,TRANSITIONAL,False
TNI,NO_ACTION,—,15,44,29,WHALE_DISTRIBUTING,MODE_A,4.04,4.04,3.7,4.9,2.53,WARN,WYCKOFF_SPRING,STEADY_BEAR,False
